STNAME,CTYNAME,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,AA_MALE,AA_FEMALE,H_MALE,H_FEMALE
North Carolina,Ashe ,699,593,18,6,12,4,81,19
North Carolina,Ashe ,634,606,20,10,3,6,79,22
North Carolina,Ashe ,699,695,7,4,13,3,54,23
North Carolina,Ashe ,719,756,15,6,6,4,77,34
North Carolina,Ashe ,844,816,10,3,2,2,71,36
North Carolina,Ashe ,879,882,9,9,6,3,37,27
North Carolina,Ashe ,1041,1083,10,5,2,3,33,23
North Carolina,Ashe ,1029,1141,6,12,1,3,16,15
North Carolina,Ashe ,1044,1155,10,4,0,6,22,9
North Carolina,Ashe ,968,1005,8,2,3,3,7,11
North Carolina,Ashe ,575,710,1,2,1,2,13,7
North Carolina,Ashe ,397,517,2,0,0,1,6,7
North Carolina,Ashe ,254,493,3,4,0,3,9,8
North Carolina,Avery ,8613,7705,692,130,47,60,516,371
North Carolina,Avery ,309,287,6,26,3,5,34,56
North Carolina,Avery ,314,304,4,6,3,10,30,31
North Carolina,Avery ,354,340,11,4,3,5,33,39
North Carolina,Avery ,433,474,27,31,0,4,47,43
North Carolina,Avery ,537,488,73,26,3,7,52,38
North Carolina,Avery ,601,404,95,13,4,3,43,28
North Carolina,Avery ,591,371,90,5,5,1,73,27
North Carolina,Avery ,564,380,91,4,8,6,52,17
North Carolina,Avery ,564,422,92,4,5,5,44,24
North Carolina,Avery ,669,445,83,0,1,1,35,17
North Carolina,Avery ,626,508,53,1,3,4,35,18
North Carolina,Avery ,636,556,34,1,0,1,21,5
North Carolina,Avery ,552,635,18,3,3,4,3,7
North Carolina,Avery ,599,616,9,1,5,3,3,10
North Carolina,Avery ,526,572,5,1,1,0,2,5
North Carolina,Avery ,373,387,0,1,0,1,3,0
North Carolina,Avery ,211,243,1,1,0,0,4,0
North Carolina,Avery ,154,273,0,2,0,0,2,6
North Carolina,Beaufort ,16351,17479,5234,6408,112,137,1850,1919
North Carolina,Beaufort ,703,685,345,351,13,6,161,205
North Carolina,Beaufort ,792,774,382,376,17,19,233,231
North Carolina,Beaufort ,941,894,390,359,6,10,200,234
North Carolina,Beaufort ,949,893,384,397,5,5,191,174
North Carolina,Beaufort ,770,762,321,335,3,5,145,127
North Carolina,Beaufort ,818,908,330,397,8,5,109,138
North Carolina,Beaufort ,714,808,293,345,12,8,109,106
North Carolina,Beaufort ,843,888,245,343,4,12,150,134
North Carolina,Beaufort ,957,993,281,350,10,13,142,162
North Carolina,Beaufort ,1013,1115,264,355,5,5,127,153
North Carolina,Beaufort ,1119,1081,296,382,3,7,121,94
North Carolina,Beaufort ,1207,1361,373,452,7,7,50,57
North Carolina,Beaufort ,1321,1433,406,581,6,12,46,36
North Carolina,Beaufort ,1281,1462,399,445,3,6,26,23
North Carolina,Beaufort ,1274,1366,242,345,7,8,20,18
North Carolina,Beaufort ,872,932,133,229,1,5,11,9
North Carolina,Beaufort ,482,562,89,149,0,3,1,4
North Carolina,Beaufort ,295,562,61,217,2,1,8,14
North Carolina,Bertie ,3463,3387,5878,5697,61,84,289,157
North Carolina,Bertie ,127,133,278,248,6,0,20,22
North Carolina,Bertie ,169,131,275,249,8,6,37,31
North Carolina,Bertie ,149,139,359,316,1,2,24,16
North Carolina,Bertie ,156,107,334,310,3,3,13,15
North Carolina,Bertie ,151,148,493,288,2,3,18,7
North Carolina,Bertie ,207,172,564,291,0,4,22,9
North Carolina,Bertie ,209,174,433,327,3,0,19,15
North Carolina,Bertie ,162,158,313,273,9,11,13,7
North Carolina,Bertie ,227,147,309,270,8,32,62,13
North Carolina,Bertie ,225,191,353,323,5,9,35,2
North Carolina,Bertie ,227,220,300,371,8,3,4,5
North Carolina,Bertie ,282,285,411,462,0,1,8,2
North Carolina,Bertie ,269,312,474,498,2,1,8,3
North Carolina,Bertie ,269,284,377,476,2,4,2,0
North Carolina,Bertie ,257,291,232,316,3,4,0,2
North Carolina,Bertie ,170,193,158,227,1,0,2,2
North Carolina,Bertie ,100,162,116,203,0,0,0,1
North Carolina,Bertie ,107,140,99,249,0,1,2,5
North Carolina,Bladen ,9739,10154,5002,6133,46,63,1344,1194
North Carolina,Bladen ,474,410,287,267,1,6,128,146
North Carolina,Bladen ,489,516,328,329,7,8,156,150
North Carolina,Bladen ,578,576,323,350,2,8,158,149
North Carolina,Bladen ,562,542,320,337,5,6,157,130
North Carolina,Bladen ,528,462,312,324,1,1,104,87
North Carolina,Bladen ,529,512,365,409,2,1,83,62
North Carolina,Bladen ,441,493,278,309,4,0,67,64
North Carolina,Bladen ,507,518,248,298,2,6,74,81
North Carolina,Bladen ,602,600,264,295,3,5,112,101
North Carolina,Bladen ,651,665,254,404,5,7,94,75
North Carolina,Bladen ,685,703,254,357,2,3,71,44
North Carolina,Bladen ,713,751,358,457,5,3,54,25
North Carolina,Bladen ,755,829,410,540,2,3,36,27
North Carolina,Bladen ,739,801,415,496,0,3,22,16
North Carolina,Bladen ,651,650,272,366,3,1,12,13
North Carolina,Bladen ,395,479,155,268,1,1,4,13
North Carolina,Bladen ,252,324,93,169,1,0,8,4
North Carolina,Bladen ,188,323,66,158,0,1,4,7
North Carolina,Brunswick ,58987,64589,6828,7480,443,627,3619,3423
North Carolina,Brunswick ,2174,2005,374,346,31,32,330,319
North Carolina,Brunswick ,2396,2190,382,420,41,22,375,313
North Carolina,Brunswick ,2549,2400,431,438,18,23,377,394
North Carolina,Brunswick ,2338,2169,404,389,12,21,301,310
North Carolina,Brunswick ,2187,2135,398,387,22,24,231,210
North Carolina,Brunswick ,2571,2613,543,431,20,38,258,213
North Carolina,Brunswick ,2492,2758,400,447,31,35,198,208
North Carolina,Brunswick ,2617,2882,437,452,34,42,270,295
North Carolina,Brunswick ,2686,2876,380,452,28,33,264,225
North Carolina,Brunswick ,3063,3164,383,445,30,41,258,193
North Carolina,Brunswick ,3269,3729,487,555,25,54,210,169
North Carolina,Brunswick ,4214,5543,508,578,24,67,153,135
North Carolina,Brunswick ,5874,7466,517,603,27,99,139,144
North Carolina,Brunswick ,7228,8405,495,565,24,63,110,132
North Carolina,Brunswick ,6545,6884,328,408,22,13,66,60
North Carolina,Brunswick ,3885,3790,198,245,23,9,38,46
North Carolina,Brunswick ,1791,1846,93,143,10,6,24,14
North Carolina,Brunswick ,1108,1734,70,176,21,5,17,43
North Carolina,Buncombe ,111879,121736,7986,8339,1732,1985,9133,8737
North Carolina,Buncombe ,5460,5218,500,465,128,63,905,866
North Carolina,Buncombe ,5489,5354,582,551,151,92,859,931
North Carolina,Buncombe ,5658,5618,565,557,99,89,861,951
North Carolina,Buncombe ,6197,5837,519,504,121,110,893,804
North Carolina,Buncombe ,6029,6212,571,559,109,151,710,632
North Carolina,Buncombe ,7880,8123,718,684,105,140,664,609
North Carolina,Buncombe ,7944,8474,564,576,172,153,615,668
North Carolina,Buncombe ,7958,8262,483,501,214,178,889,757
North Carolina,Buncombe ,7548,7711,472,512,97,142,774,642
North Carolina,Buncombe ,7590,7612,546,504,119,167,587,484
North Carolina,Buncombe ,7209,7496,461,506,92,146,443,410
North Carolina,Buncombe ,7442,8415,513,497,92,160,319,346
North Carolina,Buncombe ,7550,9236,493,542,74,103,224,217
North Carolina,Buncombe ,7422,8679,406,546,50,112,164,161
North Carolina,Buncombe ,6134,7325,289,360,44,68,115,117
North Carolina,Buncombe ,3920,4905,157,204,32,22,42,58
North Carolina,Buncombe ,2353,3361,84,109,17,28,32,43
North Carolina,Buncombe ,2096,3898,63,162,16,61,37,41
North Carolina,Burke ,38300,39614,3675,2548,1674,1613,3159,2696
North Carolina,Burke ,1820,1698,143,139,103,86,349,344
North Carolina,Burke ,1763,1655,142,128,114,114,333,304
North Carolina,Burke ,2003,1941,148,144,134,136,315,287
North Carolina,Burke ,2206,1815,887,147,127,109,302,221
North Carolina,Burke ,2227,1882,439,136,141,134,313,187
North Carolina,Burke ,2449,2334,271,157,213,177,245,268
North Carolina,Burke ,2111,2144,195,158,195,153,230,178
North Carolina,Burke ,2054,2107,154,99,122,133,211,201
North Carolina,Burke ,2162,2220,153,167,96,94,204,178
North Carolina,Burke ,2672,2725,197,179,97,102,222,140
North Carolina,Burke ,3051,2938,167,165,88,120,155,131
North Carolina,Burke ,3182,3354,215,175,78,76,115,107
North Carolina,Burke ,2884,3160,180,206,44,54,80,53
North Carolina,Burke ,2468,2758,150,192,56,47,21,30
North Carolina,Burke ,2117,2397,113,136,32,29,24,22
North Carolina,Burke ,1482,1938,55,88,24,19,9,17
North Carolina,Burke ,931,1231,42,70,4,11,21,11
North Carolina,Burke ,718,1317,24,62,6,19,10,17
North Carolina,Cabarrus ,77093,79602,19991,22542,5162,5101,12088,11946
North Carolina,Cabarrus ,4722,4359,1478,1440,466,400,1428,1309
North Carolina,Cabarrus ,4995,4669,1687,1548,588,521,1453,1251
North Carolina,Cabarrus ,5746,5275,1772,1816,379,393,1481,1349
North Carolina,Cabarrus ,5344,5022,1761,1650,229,244,1198,1283
North Carolina,Cabarrus ,4370,4161,1328,1442,146,157,921,898
North Carolina,Cabarrus ,4897,4694,1513,1565,164,252,793,815
North Carolina,Cabarrus ,4814,4977,1369,1563,430,632,718,735
North Carolina,Cabarrus ,4991,5405,1294,1685,828,808,834,856
North Carolina,Cabarrus ,5118,5421,1436,1785,731,534,848,843
North Carolina,Cabarrus ,5838,5839,1546,1902,411,327,792,828
North Carolina,Cabarrus ,5614,5672,1387,1497,228,225,572,585
North Carolina,Cabarrus ,5386,5471,1076,1286,153,178,435,381
North Carolina,Cabarrus ,4595,4990,793,995,124,144,274,272
North Carolina,Cabarrus ,3578,4159,650,882,134,123,141,185
North Carolina,Cabarrus ,3002,3493,455,612,75,76,90,149
North Carolina,Cabarrus ,2029,2526,227,403,47,52,64,91
North Carolina,Cabarrus ,1108,1725,124,223,19,20,26,52
North Carolina,Cabarrus ,946,1744,95,248,10,15,20,64
North Carolina,Caldwell ,37164,38033,2082,2156,291,328,2601,2253
North Carolina,Caldwell ,1804,1705,136,192,18,27,219,284
North Carolina,Caldwell ,1907,1831,135,164,32,28,232,254
North Carolina,Caldwell ,2217,2050,139,121,14,16,310,235
North Carolina,Caldwell ,2132,2064,124,125,18,17,267,216
North Carolina,Caldwell ,2088,1923,147,157,14,21,195,160
North Carolina,Caldwell ,2355,2267,181,133,17,41,199,141
North Carolina,Caldwell ,2018,2055,144,112,21,33,174,127
North Carolina,Caldwell ,1971,1960,118,105,15,19,178,146
North Carolina,Caldwell ,2201,2176,134,103,12,20,209,173
North Carolina,Caldwell ,2737,2642,153,134,19,19,186,151
North Carolina,Caldwell ,2916,2842,135,144,25,18,161,131
North Carolina,Caldwell ,2938,2999,136,122,37,16,106,77
North Carolina,Caldwell ,2652,2877,133,140,24,16,72,53
North Carolina,Caldwell ,2443,2587,101,144,10,8,40,32
North Carolina,Caldwell ,2003,2324,84,106,6,15,18,30
North Carolina,Caldwell ,1441,1653,50,61,4,9,17,21
North Carolina,Caldwell ,794,1139,12,48,2,1,8,14
North Carolina,Caldwell ,547,939,20,45,3,4,10,8
North Carolina,Camden ,4494,4489,616,638,114,119,182,145
North Carolina,Camden ,216,220,21,17,2,6,17,7
North Carolina,Camden ,292,257,24,27,8,6,20,11
North Carolina,Camden ,317,307,38,43,24,3,16,10
North Carolina,Camden ,257,290,35,46,17,6,17,21
North Carolina,Camden ,194,179,44,32,10,6,11,8
North Carolina,Camden ,222,240,51,23,5,6,12,8
North Carolina,Camden ,292,281,31,23,4,11,14,11
North Carolina,Camden ,302,342,43,38,5,10,14,15
North Carolina,Camden ,316,271,30,30,8,18,24,13
North Carolina,Camden ,330,355,30,37,5,15,7,15
North Carolina,Camden ,344,315,32,45,3,9,5,8
North Carolina,Camden ,385,344,60,49,2,6,10,7
North Carolina,Camden ,311,302,58,68,4,1,10,3
North Carolina,Camden ,216,208,51,59,8,5,2,3
North Carolina,Camden ,199,210,36,40,3,6,3,2
North Carolina,Camden ,158,157,17,29,2,4,0,2
North Carolina,Camden ,76,100,7,18,0,1,0,1
North Carolina,Camden ,67,111,8,14,4,0,0,0
North Carolina,Carteret ,30550,32077,2029,1893,384,493,1647,1420
North Carolina,Carteret ,1247,1146,84,92,19,14,133,152
North Carolina,Carteret ,1413,1329,103,89,41,34,183,176
North Carolina,Carteret ,1654,1494,115,106,35,17,195,168
North Carolina,Carteret ,1577,1437,98,112,25,14,146,118
North Carolina,Carteret ,1367,1302,126,98,24,32,101,86
North Carolina,Carteret ,1646,1391,173,93,42,48,118,102
North Carolina,Carteret ,1491,1630,157,104,12,33,116,85
North Carolina,Carteret ,1665,1641,143,105,40,42,159,83
North Carolina,Carteret ,1601,1701,131,111,38,63,116,101
North Carolina,Carteret ,1860,1910,117,109,22,41,113,90
North Carolina,Carteret ,2097,2246,140,122,23,30,91,77
North Carolina,Carteret ,2436,2747,162,171,14,21,74,44
North Carolina,Carteret ,2667,3109,133,170,13,28,40,57
North Carolina,Carteret ,2562,2928,148,149,15,25,46,31
North Carolina,Carteret ,2276,2388,93,107,11,21,4,17
North Carolina,Carteret ,1528,1636,51,63,4,9,4,14
North Carolina,Carteret ,793,1026,35,44,2,4,3,12
North Carolina,Carteret ,670,1016,20,48,4,17,5,7
North Carolina,Caswell ,7371,7215,3740,3555,71,60,600,435
North Carolina,Caswell ,355,357,164,143,7,3,66,63
North Carolina,Caswell ,337,387,152,132,6,6,36,70
North Carolina,Caswell ,413,375,162,185,3,5,60,46
North Carolina,Caswell ,427,356,197,194,6,2,48,50
North Carolina,Caswell ,378,312,236,159,6,1,33,28
North Carolina,Caswell ,521,393,319,185,12,4,69,36
North Carolina,Caswell ,416,363,226,155,3,9,50,23
North Carolina,Caswell ,405,380,250,147,3,4,57,20
North Carolina,Caswell ,424,376,266,185,5,4,50,19
North Carolina,Caswell ,540,484,276,193,3,2,42,17
North Carolina,Caswell ,549,539,212,219,2,5,22,10
North Carolina,Caswell ,597,572,301,282,6,6,21,19
North Carolina,Caswell ,559,606,258,331,4,6,15,11
North Carolina,Caswell ,458,513,267,359,1,1,11,5
North Carolina,Caswell ,431,440,209,241,1,1,7,7
North Carolina,Caswell ,288,311,120,157,1,0,8,1
North Carolina,Caswell ,155,252,72,144,1,1,4,6
North Carolina,Caswell ,118,199,53,144,1,0,1,4
North Carolina,Catawba ,65404,68386,7003,7246,3423,3772,8420,7755
North Carolina,Catawba ,3329,3252,563,515,280,334,772,811
North Carolina,Catawba ,3617,3438,511,502,327,376,874,900
North Carolina,Catawba ,4205,3907,475,467,305,332,946,889
North Carolina,Catawba ,4227,3997,501,438,273,267,889,755
North Carolina,Catawba ,3853,3727,496,481,270,323,704,694
North Carolina,Catawba ,3987,3969,567,574,401,412,549,503
North Carolina,Catawba ,3571,3617,466,474,334,419,520,474
North Carolina,Catawba ,3605,3712,406,401,300,303,621,529
North Carolina,Catawba ,3946,3974,471,415,171,230,686,509
North Carolina,Catawba ,4648,4886,466,459,154,187,596,504
North Carolina,Catawba ,4829,4892,482,478,176,170,411,362
North Carolina,Catawba ,5128,5180,440,521,154,129,350,266
North Carolina,Catawba ,4641,4940,388,432,79,97,194,193
North Carolina,Catawba ,3911,4498,300,389,82,63,122,124
North Carolina,Catawba ,3425,3884,230,311,44,42,74,71
North Carolina,Catawba ,2253,2822,127,172,30,39,48,54
North Carolina,Catawba ,1305,1793,76,107,21,22,42,26
North Carolina,Catawba ,924,1898,38,110,22,27,22,91
North Carolina,Chatham ,29363,31830,4347,4907,742,921,4646,4380
North Carolina,Chatham ,1391,1355,237,268,49,44,444,397
North Carolina,Chatham ,1531,1524,232,281,58,54,534,525
North Carolina,Chatham ,1819,1802,275,284,40,50,551,547
North Carolina,Chatham ,1684,1651,257,256,45,64,484,458
North Carolina,Chatham ,1333,1217,215,211,29,36,305,314
North Carolina,Chatham ,1207,1258,279,230,39,47,272,283
North Carolina,Chatham ,1284,1394,241,264,53,46,271,242
North Carolina,Chatham ,1630,1714,203,254,60,91,351,310
North Carolina,Chatham ,1758,1777,261,252,61,69,402,348
North Carolina,Chatham ,2096,2236,243,267,60,72,329,338
North Carolina,Chatham ,2097,2119,293,311,36,72,240,204
North Carolina,Chatham ,2237,2450,348,379,61,80,180,141
North Carolina,Chatham ,2159,2444,351,392,40,31,112,111
North Carolina,Chatham ,2197,2459,325,401,28,63,65,62
North Carolina,Chatham ,1910,2401,267,326,28,48,46,38
North Carolina,Chatham ,1429,1742,151,188,21,25,28,26
North Carolina,Chatham ,792,1085,100,173,21,16,19,15
North Carolina,Chatham ,809,1202,69,170,13,13,13,21
North Carolina,Cherokee ,13035,13741,215,238,91,112,461,476
North Carolina,Cherokee ,561,489,14,21,5,3,48,30
North Carolina,Cherokee ,543,562,14,20,6,6,40,53
North Carolina,Cherokee ,669,617,11,17,7,9,43,44
North Carolina,Cherokee ,622,619,15,16,12,5,39,28
North Carolina,Cherokee ,578,526,14,10,10,5,22,31
North Carolina,Cherokee ,615,599,17,14,4,5,26,27
North Carolina,Cherokee ,556,588,15,9,2,3,19,27
North Carolina,Cherokee ,575,688,16,14,1,4,38,40
North Carolina,Cherokee ,648,644,11,16,5,8,18,29
North Carolina,Cherokee ,751,803,19,8,5,8,47,28
North Carolina,Cherokee ,872,889,10,7,6,12,29,25
North Carolina,Cherokee ,988,1060,12,17,9,10,30,25
North Carolina,Cherokee ,1122,1259,14,18,5,8,22,23
North Carolina,Cherokee ,1255,1315,22,22,9,8,13,13
North Carolina,Cherokee ,1079,1226,6,16,2,7,13,20
North Carolina,Cherokee ,824,877,3,5,1,1,8,12
North Carolina,Cherokee ,459,486,1,3,1,8,3,9
North Carolina,Cherokee ,318,494,1,5,1,2,3,12
North Carolina,Chowan ,4223,4501,2176,2616,55,61,291,231
North Carolina,Chowan ,211,171,144,131,2,3,20,24
North Carolina,Chowan ,183,217,158,146,0,4,30,27
North Carolina,Chowan ,240,230,163,169,1,2,40,34
North Carolina,Chowan ,251,209,156,167,3,0,42,25
North Carolina,Chowan ,201,169,135,122,2,3,15,11
North Carolina,Chowan ,211,206,160,131,3,1,10,12
North Carolina,Chowan ,205,214,117,141,2,21,29,13
North Carolina,Chowan ,199,218,118,140,24,3,20,23
North Carolina,Chowan ,218,237,110,148,5,4,14,23
North Carolina,Chowan ,265,236,88,125,0,3,10,7
North Carolina,Chowan ,237,279,107,151,4,2,13,9
North Carolina,Chowan ,352,362,152,206,2,4,12,5
North Carolina,Chowan ,357,367,171,238,2,2,10,6
North Carolina,Chowan ,326,378,144,225,0,3,5,4
North Carolina,Chowan ,296,358,111,157,2,1,7,2
North Carolina,Chowan ,217,262,63,79,2,2,3,3
North Carolina,Chowan ,137,180,43,58,1,3,3,2
North Carolina,Chowan ,117,208,36,82,0,0,8,1
North Carolina,Clay ,5219,5552,80,68,18,32,215,219
North Carolina,Clay ,240,214,7,6,2,1,19,28
North Carolina,Clay ,218,217,5,6,3,4,31,22
North Carolina,Clay ,276,246,6,4,1,3,19,23
North Carolina,Clay ,294,226,3,5,0,1,16,13
North Carolina,Clay ,236,195,6,2,0,1,21,11
North Carolina,Clay ,226,209,9,7,1,2,6,11
North Carolina,Clay ,215,220,3,3,2,3,13,11
North Carolina,Clay ,251,244,0,4,0,1,9,13
North Carolina,Clay ,242,253,7,4,0,0,20,17
North Carolina,Clay ,302,296,4,4,1,1,9,13
North Carolina,Clay ,308,360,5,5,0,3,9,14
North Carolina,Clay ,375,415,4,2,1,2,17,10
North Carolina,Clay ,446,560,7,0,0,0,8,4
North Carolina,Clay ,484,606,0,9,1,3,8,9
North Carolina,Clay ,455,536,11,2,1,5,5,5
North Carolina,Clay ,345,376,2,5,1,0,1,8
North Carolina,Clay ,190,190,1,0,2,2,2,2
North Carolina,Clay ,116,189,0,0,2,0,2,5
North Carolina,Cleveland ,36136,38122,9384,11031,479,552,1900,1790
North Carolina,Cleveland ,1990,1863,718,631,21,30,218,178
North Carolina,Cleveland ,1986,1978,730,710,32,32,214,251
North Carolina,Cleveland ,2222,2193,779,756,25,35,204,252
North Carolina,Cleveland ,2365,2202,729,706,31,33,191,182
North Carolina,Cleveland ,2238,2169,677,729,24,50,134,111
North Carolina,Cleveland ,2297,2317,766,812,23,27,103,103
North Carolina,Cleveland ,2017,2050,532,700,31,22,100,97
North Carolina,Cleveland ,1879,2069,460,597,42,44,121,119
North Carolina,Cleveland ,1992,2074,497,596,32,48,131,92
North Carolina,Cleveland ,2377,2530,520,687,52,41,159,93
North Carolina,Cleveland ,2709,2665,579,779,38,32,107,58
North Carolina,Cleveland ,2791,2866,601,736,44,45,68,55
North Carolina,Cleveland ,2489,2688,582,733,25,42,55,60
North Carolina,Cleveland ,2246,2462,506,651,13,30,43,45
North Carolina,Cleveland ,1877,2311,371,485,27,16,24,53
North Carolina,Cleveland ,1311,1673,196,350,10,10,8,22
North Carolina,Cleveland ,780,1072,90,217,5,8,12,8
North Carolina,Cleveland ,570,940,51,156,4,7,8,11
North Carolina,Columbus ,17215,17835,8582,8383,140,163,1677,1417
North Carolina,Columbus ,875,828,436,432,14,17,205,158
North Carolina,Columbus ,896,879,460,512,20,14,199,214
North Carolina,Columbus ,1050,1016,517,531,8,8,154,153
North Carolina,Columbus ,1019,1013,555,499,10,8,127,158
North Carolina,Columbus ,953,886,770,504,7,43,121,95
North Carolina,Columbus ,1115,965,805,518,17,27,110,95
North Carolina,Columbus ,932,952,668,462,14,4,143,116
North Carolina,Columbus ,992,968,609,449,5,1,160,91
North Carolina,Columbus ,1032,983,503,410,7,6,106,91
North Carolina,Columbus ,1247,1121,488,500,12,5,108,66
North Carolina,Columbus ,1152,1225,453,501,8,8,57,48
North Carolina,Columbus ,1239,1332,494,599,4,6,70,29
North Carolina,Columbus ,1250,1249,529,650,4,1,34,23
North Carolina,Columbus ,1072,1174,471,573,3,6,21,37
North Carolina,Columbus ,997,1210,379,458,4,1,21,15
North Carolina,Columbus ,706,857,231,324,0,5,19,7
North Carolina,Columbus ,387,592,143,243,1,0,8,8
North Carolina,Columbus ,301,585,71,218,2,3,14,13
North Carolina,Craven ,37481,35894,10613,11201,1442,1544,4276,3494
North Carolina,Craven ,2135,2032,679,706,123,89,414,402
North Carolina,Craven ,2000,1944,701,670,126,110,404,410
North Carolina,Craven ,1877,1857,752,765,115,177,331,342
North Carolina,Craven ,2135,1777,703,693,109,135,354,307
North Carolina,Craven ,4553,2323,1105,755,154,84,849,420
North Carolina,Craven ,2976,2340,959,802,152,119,439,285
North Carolina,Craven ,2244,2188,638,673,124,124,316,280
North Carolina,Craven ,2063,1987,699,624,124,126,300,253
North Carolina,Craven ,1862,1751,605,588,117,110,279,194
North Carolina,Craven ,1853,1824,514,630,76,84,155,128
North Carolina,Craven ,1848,1993,538,614,79,66,105,121
North Carolina,Craven ,2115,2467,662,819,57,95,85,117
North Carolina,Craven ,2343,2602,688,834,43,67,104,91
North Carolina,Craven ,2192,2591,522,692,16,67,49,64
North Carolina,Craven ,2179,2327,364,496,17,37,39,37
North Carolina,Craven ,1493,1660,237,336,6,20,20,15
North Carolina,Craven ,890,1068,141,239,1,14,14,8
North Carolina,Craven ,723,1163,106,265,3,20,19,20
North Carolina,Cumberland ,89173,82206,61790,69459,3908,5196,20944,19628
North Carolina,Cumberland ,6137,5767,4848,4862,218,227,2162,2098
North Carolina,Cumberland ,5494,5278,4794,4526,240,252,2022,1847
North Carolina,Cumberland ,4740,4643,4752,4605,212,247,1626,1644
North Carolina,Cumberland ,6165,4486,4654,4755,231,219,1713,1453
North Carolina,Cumberland ,12492,6786,5877,5181,496,362,3031,2105
North Carolina,Cumberland ,9803,7235,6079,5893,407,431,2440,2039
North Carolina,Cumberland ,6896,6270,4468,5149,365,342,1823,1636
North Carolina,Cumberland ,5787,5505,3849,4684,338,401,1595,1534
North Carolina,Cumberland ,4498,4622,3197,4145,289,342,1255,1147
North Carolina,Cumberland ,4317,4516,3073,4067,259,315,838,928
North Carolina,Cumberland ,4185,4532,3187,4147,202,282,579,773
North Carolina,Cumberland ,4434,5124,3404,4458,170,337,552,808
North Carolina,Cumberland ,4083,4421,3286,4003,158,433,463,567
North Carolina,Cumberland ,3342,3714,2481,3132,133,366,298,342
North Carolina,Cumberland ,2938,3237,1663,2178,72,267,240,281
North Carolina,Cumberland ,1768,2511,1075,1612,45,144,123,166
North Carolina,Cumberland ,1155,1764,659,1048,33,111,106,150
North Carolina,Cumberland ,939,1795,444,1014,40,118,78,110
North Carolina,Currituck ,12506,12617,823,776,91,140,601,611
North Carolina,Currituck ,696,677,43,40,9,5,51,58
North Carolina,Currituck ,799,754,48,41,9,4,78,62
North Carolina,Currituck ,773,735,57,48,6,9,70,67
North Carolina,Currituck ,722,707,43,46,2,5,49,47
North Carolina,Currituck ,583,556,61,45,7,12,41,34
North Carolina,Currituck ,741,751,58,36,7,8,53,49
North Carolina,Currituck ,794,835,53,42,8,10,46,52
North Carolina,Currituck ,798,791,58,45,8,6,46,60
North Carolina,Currituck ,697,751,58,53,5,15,39,40
North Carolina,Currituck ,863,823,67,45,8,14,44,35
North Carolina,Currituck ,877,984,45,42,4,12,26,31
North Carolina,Currituck ,1121,1082,63,67,3,7,23,23
North Carolina,Currituck ,1030,981,67,73,3,10,16,17
North Carolina,Currituck ,723,799,49,59,3,4,9,16
North Carolina,Currituck ,595,613,26,28,2,7,2,9
North Carolina,Currituck ,393,382,9,30,1,2,3,3
North Carolina,Currituck ,184,199,12,14,4,7,3,3
North Carolina,Currituck ,117,197,6,22,2,3,2,5
North Carolina,Dare ,17013,17714,565,453,110,216,1487,1374
North Carolina,Dare ,736,707,43,36,12,10,169,156
North Carolina,Dare ,832,780,31,45,14,11,152,148
North Carolina,Dare ,986,969,24,40,8,6,167,160
North Carolina,Dare ,944,877,26,27,2,9,142,169
North Carolina,Dare ,773,714,23,24,7,11,103,82
North Carolina,Dare ,816,774,48,21,5,12,63,67
North Carolina,Dare ,903,924,49,27,6,15,93,97
North Carolina,Dare ,1017,1068,50,26,14,37,167,144
North Carolina,Dare ,1016,990,38,27,5,21,133,99
North Carolina,Dare ,1082,1151,36,17,6,14,77,92
North Carolina,Dare ,1194,1211,42,28,9,15,69,39
North Carolina,Dare ,1368,1585,46,34,5,22,59,38
North Carolina,Dare ,1597,1769,41,33,4,11,30,29
North Carolina,Dare ,1413,1544,30,21,6,11,19,18
North Carolina,Dare ,1081,1158,15,16,3,6,19,18
North Carolina,Dare ,623,694,6,10,2,2,10,6
North Carolina,Dare ,371,418,11,10,1,3,10,4
North Carolina,Dare ,261,381,6,11,1,0,5,8
North Carolina,Davidson ,70505,73008,8026,8874,1211,1506,6458,5992
North Carolina,Davidson ,3673,3550,574,560,107,85,696,688
North Carolina,Davidson ,4017,3786,567,550,97,97,715,717
North Carolina,Davidson ,4637,4285,589,553,133,101,791,715
North Carolina,Davidson ,4413,4175,506,502,85,91,617,591
North Carolina,Davidson ,3796,3769,566,514,78,84,484,507
North Carolina,Davidson ,4267,4184,731,664,78,154,422,409
North Carolina,Davidson ,3864,4025,585,579,82,149,351,370
North Carolina,Davidson ,3988,4152,419,534,80,130,495,391
North Carolina,Davidson ,4064,4264,460,520,68,87,451,428
North Carolina,Davidson ,5016,5211,502,622,76,122,453,353
North Carolina,Davidson ,5423,5332,517,612,91,101,336,252
North Carolina,Davidson ,5476,5714,531,626,71,80,256,206
North Carolina,Davidson ,5247,5124,479,600,63,67,167,138
North Carolina,Davidson ,4097,4477,398,494,37,52,115,86
North Carolina,Davidson ,3607,4179,269,339,30,41,44,56
North Carolina,Davidson ,2432,2933,161,234,17,32,25,25
North Carolina,Davidson ,1369,1948,103,186,11,18,26,31
North Carolina,Davidson ,1119,1900,69,185,7,15,14,29
North Carolina,Davie ,18888,19666,1302,1462,154,212,1610,1497
